,course_code,campus,year,name,description,credits,is_honours,restrictions,equivalent_string,co-req_string,pre-req_string,courses_in_equivalent_string,courses_in_co-req_string,courses_in_pre-req_string,winter_term_1,winter_term_2,summer_term_1,summer_term_2,duration_terms,pre_req_json
1360,PSYO 380F,UBCO,2024,PSYO 380F Special Topics in Psychology - ATTM ACROSS LSP,Intensive examination of selected topics and issues in psychology. This course will not be offered each term; check list of current offerings. May be repeated on a different topic for a maximum of 12 credits during complete program of study. [1-9 hours/week lecture],3,False,,,,"Two of PSYO 219, PSYO 220, PSYO 230, PSYO 241, PSYO 252, PSYO 270, PSYO 271, PSYO 298, PSYO 299. (or 6 credits of 200-level Psychology.)",,,"PSYO 219,PSYO 220,PSYO 230,PSYO 241,PSYO 252,PSYO 270,PSYO 271,PSYO 298,PSYO 299",False,False,False,True,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":2,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 219"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 220"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 230"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 241"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 252"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 270"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 271"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 298"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 299"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""6"",""childNodes"":[{""type"":""INNER"",""subtype"":""LEVEL"",""value"":""200"",""childNodes"":[{""type"":""INNER"",""subtype"":""COURSE_PREFIX"",""value"":""PSYO"",""childNodes"":[]}]}]}]}"
1361,PSYO 380G,UBCO,2024,PSYO 380G Special Topics in Psychology - INTRO QUAL RES,Intensive examination of selected topics and issues in psychology. This course will not be offered each term; check list of current offerings. May be repeated on a different topic for a maximum of 12 credits during complete program of study. [1-9 hours/week lecture],3,False,,,,"Two of PSYO 219, PSYO 220, PSYO 230, PSYO 241, PSYO 252, PSYO 270, PSYO 271, PSYO 298, PSYO 299. (or 6 credits of 200-level Psychology.)",,,"PSYO 219,PSYO 220,PSYO 230,PSYO 241,PSYO 252,PSYO 270,PSYO 271,PSYO 298,PSYO 299",False,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":2,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 219"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 220"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 230"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 241"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 252"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 270"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 271"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 298"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 299"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""6"",""childNodes"":[{""type"":""INNER"",""subtype"":""LEVEL"",""value"":""200"",""childNodes"":[{""type"":""INNER"",""subtype"":""COURSE_PREFIX"",""value"":""PSYO"",""childNodes"":[]}]}]}]}"
1362,PSYO 380J,UBCO,2023,PSYO 380J Special Topics in Psychology - FAMILY PROCESSES,Intensive examination of selected topics and issues in psychology. This course will not be offered each term; check list of current offerings. May be repeated on a different topic for a maximum of 12 credits during complete program of study. [1-9 hours/week lecture],3,False,,,,"Two of PSYO 219, PSYO 220, PSYO 230, PSYO 241, PSYO 252, PSYO 270, PSYO 271, PSYO 298, PSYO 299. (or 6 credits of 200-level Psychology.)",,,"PSYO 219,PSYO 220,PSYO 230,PSYO 241,PSYO 252,PSYO 270,PSYO 271,PSYO 298,PSYO 299",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":2,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 219"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 220"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 230"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 241"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 252"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 270"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 271"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 298"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 299"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""6"",""childNodes"":[{""type"":""INNER"",""subtype"":""LEVEL"",""value"":""200"",""childNodes"":[{""type"":""INNER"",""subtype"":""COURSE"",""value"":""Psychology"",""childNodes"":[]}]}]}]}"
1363,PSYO 380L,UBCO,2024,PSYO 380L Special Topics in Psychology - CULT & PSYO,Intensive examination of selected topics and issues in psychology. This course will not be offered each term; check list of current offerings. May be repeated on a different topic for a maximum of 12 credits during complete program of study. [1-9 hours/week lecture],3,False,,,,"Two of PSYO 219, PSYO 220, PSYO 230, PSYO 241, PSYO 252, PSYO 270, PSYO 271, PSYO 298, PSYO 299. (or 6 credits of 200-level Psychology.)",,,"PSYO 219,PSYO 220,PSYO 230,PSYO 241,PSYO 252,PSYO 270,PSYO 271,PSYO 298,PSYO 299",False,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":2,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 219"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 220"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 230"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 241"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 252"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 270"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 271"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 298"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 299"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""6"",""childNodes"":[{""type"":""INNER"",""subtype"":""LEVEL"",""value"":""200"",""childNodes"":[{""type"":""INNER"",""subtype"":""COURSE_PREFIX"",""value"":""PSYO"",""childNodes"":[]}]}]}]}"
1364,PSYO 380M,UBCO,2024,PSYO 380M Special Topics in Psychology - INTRPERSONAL REL,Intensive examination of selected topics and issues in psychology. This course will not be offered each term; check list of current offerings. May be repeated on a different topic for a maximum of 12 credits during complete program of study. [1-9 hours/week lecture],3,False,,,,"Two of PSYO 219, PSYO 220, PSYO 230, PSYO 241, PSYO 252, PSYO 270, PSYO 271, PSYO 298, PSYO 299. (or 6 credits of 200-level Psychology.)",,,"PSYO 219,PSYO 220,PSYO 230,PSYO 241,PSYO 252,PSYO 270,PSYO 271,PSYO 298,PSYO 299",False,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":2,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 219"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 220"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 230"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 241"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 252"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 270"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 271"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 298"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 299"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""6"",""childNodes"":[{""type"":""INNER"",""subtype"":""LEVEL"",""value"":""200"",""childNodes"":[{""type"":""INNER"",""subtype"":""COURSE_PREFIX"",""value"":""PSYO"",""childNodes"":[]}]}]}]}"
1365,PSYO 381A,UBCO,2023,PSYO 381A Directed Studies in Psychology - DIR STUDIES PSYO,Directed investigation of a research problem requiring a written report of findings.,3,False,This course is restricted to students in year: >=3,,,(Third-year standing and permission of the head and a faculty member prepared to supervise the investigation; minimum of 76% average over all courses taken.),,,,True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""head"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""faculty member"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""76%"",""childNodes"":[]}]}"
1366,PSYO 381B,UBCO,2023,PSYO 381B Directed Studies in Psychology - DIR STUDIES PSYO,Directed investigation of a research problem requiring a written report of findings.,6,False,This course is restricted to students in year: >=3,,,(Third-year standing and permission of the head and a faculty member prepared to supervise the investigation; minimum of 76% average over all courses taken.),,,,True,True,False,False,2,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""head"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""faculty member prepared to supervise the investigation"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""76%"",""childNodes"":[]}]}"
1367,PSYO 381C,UBCO,2023,PSYO 381C Directed Studies in Psychology - DIR STUDIES PSYO,Directed investigation of a research problem requiring a written report of findings.,3,False,This course is restricted to students in year: >=3,,,(Third-year standing and permission of the head and a faculty member prepared to supervise the investigation; minimum of 76% average over all courses taken.),,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""head"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""faculty member prepared to supervise the investigation"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""76%"",""childNodes"":[]}]}"
1368,PSYO 440,UBCO,2023,PSYO 440 Introduction to Counselling and Interviewing,Theoretical and applied issues fundamental to psychological counselling and other helping professions. Development of basic interviewing skills. Credit will not be granted for both PSYO 440 and PSYO 480K.,3,False,,,,"(Fourth-year standing. At least 6 credits of 300-level Psychology, including at least 3 credits of Area 4 (Abnormal/Personality). Students will be screened for entry into this course through a selection interview.)",,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""4"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""6 credits of 300-level Psychology"",""childNodes"":[{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""3 credits of Area 4 (Abnormal/Personality)"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""selection interview"",""childNodes"":[]}]}"
1369,PSYO 480A,UBCO,2023,PSYO 480A Advanced Special Topics in Psychology - CRIMINAL MINDS,Intensive examination of selected advanced topics and issues in psychology. May be repeated on a different topic for a maximum of 9 credits during complete program of study. [1-9 hours/week lecture],3,False,This course is restricted to students in year: >=3,,,(Third-year standing and permission of the department head.),,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""department head"",""childNodes"":[]}]}"
1370,PSYO 480B,UBCO,2023,PSYO 480B Advanced Special Topics in Psychology - PSYO THRY TR&LRN,Intensive examination of selected advanced topics and issues in psychology. May be repeated on a different topic for a maximum of 9 credits during complete program of study. [1-9 hours/week lecture],3,False,This course is restricted to students in year: >=3,,,(Third-year standing and permission of the department head.),,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""department head"",""childNodes"":[]}]}"
1371,PSYO 480D,UBCO,2023,PSYO 480D Advanced Special Topics in Psychology - SOCIEMO DEV,Intensive examination of selected advanced topics and issues in psychology. May be repeated on a different topic for a maximum of 9 credits during complete program of study. [1-9 hours/week lecture],3,False,This course is restricted to students in year: >=3,,,(Third-year standing and permission of the department head.),,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""department head"",""childNodes"":[]}]}"
1372,PSYO 480E,UBCO,2023,PSYO 480E Advanced Special Topics in Psychology - EQ PSYO NEURO,Intensive examination of selected advanced topics and issues in psychology. May be repeated on a different topic for a maximum of 9 credits during complete program of study. [1-9 hours/week lecture],3,False,This course is restricted to students in year: >=3,,,(Third-year standing and permission of the department head.),,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""department head"",""childNodes"":[]}]}"
1373,PSYO 480F,UBCO,2024,PSYO 480F Advanced Special Topics in Psychology - ASSESS/TREATMENT,Intensive examination of selected advanced topics and issues in psychology. May be repeated on a different topic for a maximum of 9 credits during complete program of study. [1-9 hours/week lecture],3,False,This course is restricted to students in year: >=3,,,(Third-year standing and permission of the department head.),,,,False,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""department head"",""childNodes"":[]}]}"
1374,PSYO 481A,UBCO,2023,PSYO 481A Directed Studies - DIRECTED STUDIES,Directed investigation of a research problem in psychology requiring a written report of findings.,3,False,This course is restricted to students in year: >=4,,,PSYO 271. (Fourth-year standing and permission of the head and a faculty member prepared to supervise the investigation also required; minimum of 76% average over all courses taken.),,,PSYO 271,True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""4"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""head"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""faculty member prepared to supervise the investigation"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""76%"",""childNodes"":[]}]}"
1375,PSYO 481B,UBCO,2023,PSYO 481B Directed Studies - DIRECTED STUDIES,Directed investigation of a research problem in psychology requiring a written report of findings.,6,False,This course is restricted to students in year: >=4,,,PSYO 271. (Fourth-year standing and permission of the head and a faculty member prepared to supervise the investigation also required; minimum of 76% average over all courses taken.),,,PSYO 271,True,True,False,False,2,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""4"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""head"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""faculty member prepared to supervise the investigation"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""76%"",""childNodes"":[]}]}"
1376,PSYO 481C,UBCO,2023,PSYO 481C Directed Studies - DIRECTED STUDIES,Directed investigation of a research problem in psychology requiring a written report of findings.,3,False,This course is restricted to students in year: >=4,,,PSYO 271. (Fourth-year standing and permission of the head and a faculty member prepared to supervise the investigation also required; minimum of 76% average over all courses taken.),,,PSYO 271,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""4"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""head"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""faculty member prepared to supervise the investigation"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""76%"",""childNodes"":[]}]}"
1377,PSYO 490,UBCO,2023,PSYO 490 Undergraduate Honours Thesis,"Two terms. A research problem in psychology under the supervision of a Psychology faculty member. Students engage in research requiring a written report with a public presentation of the findings. Students are required to participate in regularly scheduled colloquia and seminars. 6 credits required for Honours program. Please note, the associated seminar for PSYO 490 runs from September - April each academic year.",6,True,,,,"All of PSYO 372, PSYO 373. (Permission of the department head and a minimum grade average of 76% in all attempted Psychology courses also required.)",,,"PSYO 372,PSYO 373",True,True,False,False,2,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 372"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 373"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""department head"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""MIN_GRADE_AVERAGE"",""value"":""76%"",""childNodes"":[{""type"":""INNER"",""subtype"":""COURSE_TYPE"",""value"":""Psychology"",""childNodes"":[]}]}]}"
1378,PSYO 490B,UBCO,2023,PSYO 490B Undergraduate Honours Thesis - UNDG HONS THESIS,"Two terms. A research problem in psychology under the supervision of a Psychology faculty member. Students engage in research requiring a written report with a public presentation of the findings. Students are required to participate in regularly scheduled colloquia and seminars. 6 credits required for Honours program. Please note, the associated seminar for PSYO 490 runs from September - April each academic year.",6,True,,,,"All of PSYO 372, PSYO 373. (Permission of the department head and a minimum grade average of 76% in all attempted Psychology courses also required.)",,,"PSYO 372,PSYO 373",True,True,False,False,2,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 372"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 373"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""department head"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""Psychology"",""childNodes"":[{""type"":""INNER"",""subtype"":""MIN_GRADE_AVERAGE"",""value"":""76%"",""childNodes"":[]}]}]}"
1379,PSYO 507,UBCO,2023,PSYO 507 Advanced Statistics and Research Methods,"A survey of advanced topics in statistics and research methodology, including: philosophy of science, research designs, psychological measurement, statistical reasoning, meta-analysis, regression, multivariate analysis of variance, factor analysis, structural equation modelling, multilevel modelling, multiway frequency analysis, and the analysis of change.",6,False,"This course is restricted to students in one of these programs: MA-O,MSC-O,PHD-O",,,,,,,True,True,False,False,2,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1380,PSYO 508P,UBCO,2023,PSYO 508P Advanced Topics - MD TH LRN SOCSCI,,3,False,This course is restricted to students in one of these programs: MA-O,,,,,,,True,True,False,False,2,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1381,PSYO 508Q,UBCO,2023,PSYO 508Q Advanced Topics - FUNCT NEURO,,3,False,This course is restricted to students in one of these programs: MA-O,,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1382,PSYO 509S,UBCO,2023,PSYO 509S Directed Studies in Psychology - NEURO MOTOR CTRL,Allows investigation of a specific topic as agreed upon by the faculty member and the student.,3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,(Permission of the Psychology Graduate Coordinator and the course instructor.),,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""Psychology Graduate Coordinator"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PERMISSION"",""value"":""course instructor"",""childNodes"":[]}]}"
1383,PSYO 510,UBCO,2023,PSYO 510 Clinical Diagnostics,Basic knowledge of the phenomenology of behavioural disorders in adults and children.,3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1384,PSYO 511,UBCO,2023,PSYO 511 Advanced Clinical Diagnostics,An advanced overview of psychopathology from an historical and current scientific perspective.,3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1385,PSYO 512,UBCO,2024,PSYO 512 Ethics and Professional Standards in Clinical Psychology,"A variety of ethical, professional, and legal conflicts associated with the role of clinical psychologists. Restricted to the Graduate Clinical Psychology Program.",3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,False,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1386,PSYO 514,UBCO,2023,PSYO 514 Psychological Assessment I,Core principles of clinical assessment; test interpretation; interviewing techniques; developmental factors in interpretation; integrative report writing. Restricted to the Graduate Clinical Psychology Program.,3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1387,PSYO 515,UBCO,2023,PSYO 515 Psychological Assessment II,Advanced topics in psychological assessment including in-depth coverage of the major commonly used standardized objective and self-report personality measures. Additional content will vary depending on the topic selected. Restricted to the Graduate Clinical Psychology Program.,3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1388,PSYO 516,UBCO,2023,"PSYO 516 Psychological Intervention I: Process, Motivation, and Introduction to CBT Skills","Introduction to psychotherapy, including historical and current models of therapy, as well as introducing the use of Cognitive Behavioural Therapy and motivational enhancement therapy. Restricted to the Graduate Clinical Psychology Program.",3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1389,PSYO 517,UBCO,2023,PSYO 517 Psychological Intervention II: Advanced Topics in CBT,Evidence-based treatments in Cogntive Behavioural Therapy. Content will focus on cognitive behavioural models of intervention for a variety of mental health conditions. Restricted to the Graduate Clinical Psychology Program.,3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1390,PSYO 520,UBCO,2023,PSYO 520 Health Psychology,Current topics and debates in health psychology; health promotion; psychological aspects of chronic and terminal illness.,3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1391,PSYO 521,UBCO,2023,PSYO 521 Social Bases of Behaviour,"Social psychology; cultural, ethnic, and group processes; sex roles; organizational and systems theory.",3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1392,PSYO 522,UBCO,2023,PSYO 522 Biological Bases of Behaviour,Basic topics in human neuropsychology; neuroanatomy and neurophysiology; central nervous system damage; psychological dysfunction.,3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1393,PSYO 523,UBCO,2023,PSYO 523 Cognitive Basis of Behaviour,Current topics in cognitive psychology as they relate to clinical and health psychology; cognitive disorders; cognitive neuroscience.,3,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1394,PSYO 524,UBCO,2024,PSYO 524 Clinical Supervision,Restricted to the Graduate Clinical Psychology Program.,1,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,False,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1395,PSYO 530C,UBCO,2024,PSYO 530C Clinical Psychology Practicum (Masters) - CLN PSYO PRCTM M,Focus on clinical skills. Students work under the supervision of a clinical faculty member. Training contracts are established at the start of the term. Restricted to the Graduate Clinical Psychology Program.,3,False,"This course is restricted to students in one of these programs: MA-O,PHD-O",,,,,,,True,True,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
